name,age,gender,profession,morality,brutishness,mercantileAbility,craftingAbility,cleverness,lawfulness
Arla,54,Female,Panhandler,29,58,3,87,30,56
Angle,91,Female,Craftsman,81,55,75,15,76,48
Angelic,20,Female,Farmer,36,7,81,51,80,36
Alyse,51,Female,Farmer,7,27,64,18,83,93
Julienne,37,Female,Craftsman,56,79,71,59,78,3
Joel,75,Female,Panhandler,23,100,71,11,67,97
Jeanene,79,Female,Miner,57,56,27,2,87,14
Jenise,74,Female,Merchant,26,90,70,10,18,46
Jacqualine,31,Female,None,86,40,47,49,62,55
Isaura,60,Female,Craftsman,86,6,34,97,93,96
Earleen,60,Female,Miner,0,92,70,94,15,1
Donald,42,Female,None,2,17,27,27,36,31
Cleopatra,87,Female,Merchant,69,34,75,15,90,29
Gwenda,38,Female,Merchant,58,96,34,69,23,54
Audie,79,Female,None,20,36,46,25,66,78
Carlie,19,Female,Mercenary,2,17,75,62,52,21
Alise,31,Female,Scavenger,42,38,55,96,21,56
Verdell,64,Female,Panhandler,19,80,24,20,80,53
Antonietta,95,Female,Scavenger,49,50,90,78,56,45
Alex,55,Female,Merchant,65,63,11,35,40,6
Val,97,Female,Miner,85,33,100,86,43,49
Tyler,45,Female,None,54,87,51,42,70,80
Tomoko,22,Female,None,14,4,32,3,43,84
Thao,94,Female,Scavenger,38,77,87,51,96,90
Steven,50,Female,Craftsman,29,26,46,59,45,12
Talisha,74,Female,Adventurer,60,66,31,34,29,41
So,45,Female,Miner,67,16,26,65,9,99
Shaun,48,Female,Scavenger,15,36,23,3,76,37
Scarlet,77,Female,Craftsman,25,47,22,91,60,61
Shemika,28,Female,Miner,4,59,13,11,80,93
Savanna,58,Female,Mercenary,49,30,72,26,78,28
Santina,10,Female,None,10,87,15,70,37,94
Rosia,22,Female,Miner,50,37,77,43,74,75
Raeann,99,Female,Adventurer,79,55,89,94,52,9
Odilia,25,Female,Scavenger,65,51,87,21,92,21
Ivana,14,Female,Merchant,79,8,91,30,98,37
Inell,29,Female,Scavenger,24,71,49,64,56,81
Ilana,14,Female,Adventurer,19,54,50,20,56,96
Hye,82,Female,Farmer,84,21,82,56,59,30
Honey,45,Female,Miner,9,60,59,15,42,20
Hee,99,Female,Adventurer,35,49,17,88,24,5
Gudrun,19,Female,Scavenger,45,76,12,74,76,89
Frank,62,Female,Panhandler,51,60,83,75,62,33
Dreama,97,Female,Scavenger,62,53,42,47,6,40
Crissy,48,Female,Miner,52,72,71,11,1,53
Chante,22,Female,Mercenary,75,5,87,54,51,82
Carmelina,40,Female,Scavenger,38,87,79,91,31,55
Arvilla,37,Female,Panhandler,90,31,50,54,32,80
Arthur,46,Female,Mercenary,42,13,67,40,4,22
Annamae,32,Female,Scavenger,95,56,41,0,68,70
Alvera,15,Female,Miner,78,33,23,51,63,44
Aleida,54,Female,Farmer,65,14,52,100,22,18
Aaron,97,Female,Adventurer,63,27,20,39,73,58
Nana,41,Female,Merchant,39,78,67,77,0,29
Minna,10,Female,Farmer,24,3,22,88,73,71
Magan,91,Female,Scavenger,23,36,83,92,69,61
Lynelle,91,Female,Craftsman,39,3,82,52,49,57
Le,85,Female,Scavenger,9,0,58,46,71,68
Karma,50,Female,Scavenger,21,45,54,97,0,75
Joeann,62,Female,Scavenger,75,79,86,87,12,24
Yee,76,Female,None,6,89,89,62,74,86
Yanira,28,Female,Panhandler,73,58,36,8,11,73
Vanda,88,Female,Mercenary,88,32,26,73,75,14
Tianna,44,Female,Farmer,14,50,22,58,24,23
Tam,43,Female,Merchant,44,50,71,3,64,46
Stefania,59,Female,Mercenary,15,21,3,59,15,67
Shira,29,Female,None,94,43,81,87,68,97
Perry,74,Female,Scavenger,39,4,98,7,99,73
Nicol,71,Female,Farmer,13,99,61,33,47,40
Laure,75,Female,Panhandler,54,98,20,23,44,7
Kirby,21,Female,Craftsman,25,39,63,64,71,33
Kacy,93,Female,Farmer,5,2,37,56,90,40
Jacquelynn,52,Female,Scavenger,72,82,25,68,30,69
Hyon,71,Female,Farmer,87,32,31,14,59,97
Gertha,44,Female,Adventurer,31,69,63,38,23,88
Francisco,28,Female,Craftsman,57,87,66,87,28,98
Eliana,98,Female,Farmer,31,79,39,86,29,5
Christena,87,Female,Miner,79,27,51,6,90,43
Christeen,40,Female,Miner,39,8,48,65,81,3
Charise,16,Female,Craftsman,46,69,57,29,69,71
Caterina,94,Female,Panhandler,71,4,70,45,56,78
Carley,67,Female,Adventurer,57,29,9,58,83,32
Candyce,74,Female,Mercenary,27,45,5,46,20,58
Arlena,53,Female,Mercenary,10,14,77,67,4,73
Ammie,15,Female,Scavenger,92,4,24,73,74,63
Yang,66,Female,Farmer,64,62,13,97,6,32
Willette,68,Female,Scavenger,7,77,24,97,30,92
Nancie,70,Female,None,79,6,88,26,54,12
Monserrate,14,Female,Craftsman,41,27,95,48,73,33
Minh,57,Female,Adventurer,94,83,94,59,37,91
Melynda,58,Female,Mercenary,61,48,77,58,64,5
Melany,20,Female,Adventurer,50,64,99,7,91,55
Matthew,30,Female,None,84,43,20,20,2,16
Lovella,14,Female,Miner,31,65,43,79,17,82
Vanita,64,Female,Adventurer,77,58,48,57,2,24
Tuyet,64,Female,Farmer,81,40,22,17,78,64
Tiny,91,Female,Merchant,26,64,3,9,19,43
Syreeta,46,Female,Miner,32,54,16,95,73,40
Silva,43,Female,None,60,79,49,100,100,92
Scott,16,Female,Miner,67,90,14,15,54,43
Ronald,95,Female,Merchant,35,40,19,30,73,34
Penney,57,Female,Farmer,16,90,1,67,59,39
Nyla,62,Female,Merchant,32,84,33,78,9,48
Livia,93,Female,Craftsman,47,25,91,50,65,89
Lanell,82,Female,None,79,48,87,21,71,84
Kimberlie,40,Female,Adventurer,12,62,24,61,51,26
Julee,66,Female,Miner,58,51,3,10,9,31
Donetta,29,Female,Farmer,75,51,3,74,7,77
Diedra,89,Female,Merchant,15,55,13,83,60,40
Denisha,76,Female,Adventurer,41,35,88,0,55,64
Deane,46,Female,Mercenary,66,18,0,18,1,65
Dawne,34,Female,Merchant,84,51,5,63,87,36
Clarine,91,Female,Craftsman,10,38,60,29,91,33
Cherryl,47,Female,Craftsman,41,4,32,37,46,78
Bronwyn,51,Female,Scavenger,34,15,72,56,72,21
Brandon,39,Female,Panhandler,83,78,13,69,30,71
Alla,45,Female,None,20,10,71,65,32,9
Valery,47,Female,Mercenary,6,45,46,20,90,85
Tonda,93,Female,None,64,92,96,80,48,44
Sueann,48,Female,None,60,51,12,2,59,98
Soraya,91,Female,Merchant,50,18,33,20,25,59
Michal,68,Female,Farmer,3,34,93,82,91,8
Maurice,82,Female,Adventurer,97,81,53,33,0,70
Maryam,85,Female,Mercenary,75,40,14,87,21,47
Marya,59,Female,Mercenary,56,50,2,72,54,12
Magen,10,Female,Scavenger,88,31,42,79,42,94
Ludie,73,Female,Craftsman,60,71,14,76,73,4
Loma,47,Female,Panhandler,42,43,21,11,96,99
Shoshana,29,Female,Panhandler,22,61,3,80,40,49
Shela,28,Female,None,82,62,42,51,35,42
Sharleen,47,Female,Scavenger,31,61,38,67,76,23
Shanelle,38,Female,Farmer,33,80,14,47,98,7
Nerissa,25,Female,Miner,13,48,9,15,27,9
Micheal,77,Female,None,32,87,43,38,39,57
Meridith,16,Female,Merchant,25,90,33,46,10,36
Mellie,93,Female,Mercenary,21,19,47,95,78,73
Maye,13,Female,Farmer,98,70,58,81,99,77
Lavonia,70,Female,None,2,26,56,10,59,95
Lavera,88,Female,Scavenger,8,75,81,89,60,6
Kristel,73,Female,Panhandler,36,31,18,11,56,61
Kathey,21,Female,Adventurer,65,28,66,68,23,26
Kathe,62,Female,Scavenger,53,55,94,31,32,98
Justin,73,Female,Craftsman,9,79,41,59,79,99
Julian,56,Female,Miner,86,20,75,66,5,57
Jimmy,28,Female,Mercenary,87,15,46,16,5,47
Jann,94,Female,Mercenary,78,41,93,35,63,74
Ilda,37,Female,Craftsman,56,61,59,48,99,46
Hildred,71,Female,Adventurer,44,29,45,80,13,51
Hildegarde,24,Female,Scavenger,16,44,5,3,10,55
Genia,77,Female,Panhandler,59,64,23,93,93,26
Fumiko,58,Female,Farmer,25,14,59,64,82,32
Evelin,80,Female,Miner,32,45,28,39,52,52
Ermelinda,44,Female,Farmer,83,13,27,38,12,22
Elly,38,Female,Farmer,73,7,12,52,94,72
Dung,87,Female,Mercenary,84,22,73,18,4,75
Maple,56,Female,Merchant,59,61,94,12,71,95
Magaret,95,Female,Mercenary,40,30,27,47,49,37
Luis,65,Female,Miner,11,82,24,88,24,20
Lili,36,Female,None,8,76,56,17,77,63
Leonila,87,Female,Scavenger,4,25,37,48,86,67
Leonie,98,Female,Merchant,19,21,85,100,54,88
Leeanna,29,Female,Adventurer,33,71,51,45,3,85
Doloris,16,Female,Craftsman,73,87,23,54,8,33
Dionna,65,Female,Panhandler,64,92,70,25,41,59
Danae,78,Female,Farmer,50,95,60,37,98,41
Berneice,19,Female,Farmer,90,96,45,13,29,6
Annice,97,Female,Mercenary,39,27,40,37,10,2
Alix,72,Female,Adventurer,99,93,34,56,75,20
Verena,92,Female,Merchant,83,47,73,88,50,48
Verdie,18,Female,Mercenary,79,91,49,21,17,55
Tristan,12,Female,None,89,73,34,96,25,56
Lynell,32,Female,Craftsman,89,42,47,39,18,46
Luise,81,Female,Panhandler,92,37,50,96,42,17
Louie,76,Female,Miner,28,51,29,4,49,49
Loida,26,Female,Mercenary,80,56,67,62,79,8
Lisbeth,11,Female,Scavenger,67,91,16,58,36,90
Karleen,14,Female,Scavenger,80,67,31,18,25,61
Junita,44,Female,Merchant,2,14,20,68,76,43
Jona,23,Female,Craftsman,51,89,56,7,72,83
Isis,18,Female,Farmer,59,89,100,53,36,60
Hyacinth,94,Female,Panhandler,80,73,92,5,76,3
Hedy,18,Female,Merchant,90,96,48,100,83,97
Gwenn,45,Female,Panhandler,74,24,52,79,57,25
Ethelene,77,Female,Adventurer,87,27,73,47,41,97
Erline,22,Female,Craftsman,80,63,80,67,40,61
Edward,39,Female,Merchant,18,29,4,87,97,88
Donya,61,Female,Farmer,4,63,60,83,42,9
Domonique,10,Female,Mercenary,27,93,9,78,34,61
Delicia,30,Female,Merchant,45,1,57,36,56,17
Shawnna,44,Female,Farmer,74,40,41,99,44,12
Shawana,65,Female,Panhandler,35,8,94,31,61,55
Shaunna,16,Female,Merchant,10,37,6,95,78,35
Rozella,42,Female,Miner,4,67,92,78,41,44
Randee,75,Female,Scavenger,64,18,40,42,91,49
Ranae,75,Female,Adventurer,93,60,0,96,63,31
Milagro,70,Female,Miner,7,25,95,75,89,5
Dannette,82,Female,Farmer,94,5,60,67,5,74
Cicely,59,Female,Scavenger,63,84,92,83,58,9
Branda,95,Female,None,64,19,46,12,65,53
Blythe,54,Female,None,12,31,61,26,34,87
Bethann,41,Female,Panhandler,76,21,56,24,40,68
Ashlyn,56,Female,None,5,4,82,33,46,96
Annalee,82,Female,None,2,66,87,73,21,0
Alline,94,Female,Merchant,29,11,100,60,88,12
Yuko,51,Female,Craftsman,95,66,24,12,7,62
Meri,87,Female,Craftsman,89,11,21,54,19,33
Maybell,82,Female,Farmer,37,51,89,30,92,30
Marlana,81,Female,Adventurer,61,98,70,35,3,84
Marguerita,18,Female,Adventurer,65,97,87,74,69,74
Madlyn,98,Female,Merchant,43,29,50,69,99,3
Luna,30,Female,Mercenary,25,42,13,97,57,51
Lory,33,Female,Miner,77,50,15,68,28,78
Loriann,36,Female,Farmer,67,7,59,57,25,27
Liberty,41,Female,Adventurer,23,11,27,8,58,6
Leonore,30,Female,Panhandler,10,88,99,38,39,90
Leighann,45,Female,Mercenary,14,4,64,23,43,81
Laurice,47,Female,Craftsman,37,55,96,83,14,43
Latesha,32,Female,Panhandler,58,88,36,85,57,56
Laronda,43,Female,Miner,47,80,69,20,97,49
Katrice,85,Female,Panhandler,38,18,9,46,41,76
Kasie,83,Female,Panhandler,99,82,61,14,42,100
Karl,89,Female,Miner,52,58,84,60,57,11
Kaley,80,Female,Scavenger,50,31,92,16,41,45
Vella,69,Female,Merchant,72,65,72,27,84,40
Trang,56,Female,Merchant,26,34,66,42,44,31
Towanda,89,Female,Farmer,38,91,72,92,5,47
Tesha,67,Female,Panhandler,9,10,37,2,9,60
Sherlyn,55,Female,Mercenary,73,29,55,10,82,51
Narcisa,71,Female,Craftsman,42,51,17,48,58,88
Miguelina,70,Female,Craftsman,100,14,20,10,82,68
Jadwiga,88,Female,Craftsman,86,0,90,98,2,72
Glennie,15,Female,None,42,49,54,79,38,53
Gearldine,73,Female,None,8,21,70,80,49,39
Francina,83,Female,Scavenger,55,92,49,25,11,85
Epifania,65,Female,Merchant,28,21,2,69,15,5
Dyan,56,Female,Farmer,31,18,21,91,65,9
Dorie,92,Female,None,65,43,35,79,0,8
Diedre,83,Female,None,77,87,76,69,93,6
Denese,47,Female,Scavenger,28,95,25,38,4,86
Bernie,48,Female,None,56,72,1,10,74,69
Barbera,29,Female,Merchant,87,51,11,15,99,56
Almeta,20,Female,None,61,34,55,35,20,66
Trula,67,Female,Craftsman,59,6,69,50,36,28
Tereasa,97,Female,None,65,84,50,75,39,56
Solange,78,Female,Farmer,45,23,24,64,40,67
Sheilah,74,Female,Farmer,32,7,77,5,33,21
Shavonne,100,Female,Mercenary,49,12,86,51,91,21
Sanora,50,Female,Mercenary,97,70,26,67,60,44
Rochell,62,Female,Mercenary,57,11,65,63,24,97
Mathilde,63,Female,Merchant,56,95,50,58,72,54
Margareta,28,Female,Craftsman,32,19,93,32,79,73
Maia,39,Female,Merchant,20,96,87,79,71,33
Lynsey,37,Female,Scavenger,1,12,47,41,87,80
Lawanna,63,Female,Merchant,60,64,32,52,83,14
Launa,13,Female,Merchant,11,7,95,39,8,51
Kena,26,Female,Farmer,12,21,33,10,16,65
Keena,25,Female,Farmer,16,45,75,35,17,58
Demetrice,62,Female,Craftsman,43,18,24,30,35,97
Delena,71,Female,Scavenger,52,81,67,46,44,33
Darby,22,Female,Merchant,0,97,84,3,7,93
Cristie,67,Female,Mercenary,54,52,65,55,4,8
Cleora,61,Female,Miner,93,64,25,75,69,59
Catarina,87,Female,Mercenary,11,28,18,20,62,31
Carisa,57,Female,Craftsman,3,15,9,52,94,7
Katia,76,Female,Craftsman,22,67,60,27,68,47
Jamey,92,Female,Panhandler,90,95,22,31,31,3
Glynda,66,Female,Adventurer,77,76,15,28,44,28
Gaylene,35,Female,Adventurer,77,31,35,93,59,43
Elvina,17,Female,Mercenary,8,10,82,18,34,79
Elanor,20,Female,Panhandler,77,43,42,61,88,18
Danuta,99,Female,Adventurer,40,17,74,93,79,17
Danika,55,Female,Adventurer,17,68,40,19,65,31
Cristen,59,Female,Miner,10,13,63,45,50,42
Cordie,24,Female,Panhandler,36,17,8,71,28,11
Yi,27,Female,Panhandler,14,72,69,97,89,82
Walter,89,Female,Panhandler,94,20,5,8,45,41
Verlie,73,Female,Craftsman,13,38,44,69,95,26
Verlene,23,Female,Adventurer,79,8,25,65,61,51
Tamesha,16,Female,Adventurer,64,36,21,100,48,23
Silvana,83,Female,Scavenger,78,26,38,45,48,59
Sebrina,69,Female,None,42,68,42,53,90,29
Carmon,94,Female,Craftsman,81,81,17,22,73,95
Coletta,98,Female,Merchant,97,52,58,77,39,10
Azucena,70,Female,Adventurer,12,60,66,39,89,12
Raylene,20,Female,Panhandler,75,60,87,2,17,54
Clarita,98,Female,Panhandler,25,88,50,77,19,53
Angele,80,Female,Panhandler,53,14,69,77,58,62
Brynn,61,Female,Scavenger,44,66,79,13,92,6
Aundrea,34,Female,Panhandler,25,89,4,91,38,17
Reda,24,Female,None,27,32,7,67,53,24
Penni,77,Female,Panhandler,16,14,1,80,49,81
Samira,33,Female,Farmer,83,69,100,4,47,57
Pandora,50,Female,None,71,28,3,9,76,33
Noma,42,Female,Farmer,45,6,96,49,29,100
Norah,89,Female,Farmer,74,3,46,54,72,33
Melissia,15,Female,Adventurer,6,23,41,31,24,78
Maryalice,30,Female,Scavenger,15,92,28,63,9,46
Mireille,69,Female,Miner,65,21,4,10,19,50
Kimbery,67,Female,Craftsman,15,89,72,62,53,78
Karyl,18,Female,Scavenger,5,72,9,38,98,95
Laraine,15,Female,Adventurer,76,77,84,71,83,2
Kam,18,Female,None,21,0,62,73,47,55
Karine,100,Female,None,41,55,39,88,26,51
Johana,53,Female,Craftsman,9,37,81,69,91,42
Jolanda,83,Female,Farmer,93,52,97,84,22,70
Jesusa,15,Female,Farmer,100,17,87,67,44,47
Jaleesa,83,Female,Miner,43,47,9,82,20,32
Jae,36,Female,Craftsman,94,66,50,64,41,34
Hanh,78,Female,Scavenger,72,92,45,77,72,25
Irish,55,Female,Craftsman,72,42,13,7,43,100
Iluminada,30,Female,Merchant,53,20,59,84,54,81
Jacquelyne,75,Female,Adventurer,40,75,70,60,6,61
Hilaria,50,Female,Farmer,60,86,55,27,31,69
Francie,32,Female,Mercenary,78,27,62,65,79,39
Barbar,63,Female,Craftsman,75,54,81,19,44,76
Drema,34,Female,Panhandler,54,46,72,56,60,92
Ardell,12,Female,Mercenary,87,74,43,41,15,81
Annalisa,63,Female,None,66,10,10,78,6,67
Alisia,78,Female,Panhandler,11,100,84,39,73,12
Yukiko,50,Female,Merchant,48,28,99,51,34,47
Assunta,74,Female,Scavenger,66,66,23,55,6,54
Yolando,23,Female,Scavenger,96,36,20,32,83,79
Wei,77,Female,Miner,99,4,87,65,33,81
Wonda,17,Female,Merchant,50,2,70,21,6,16
Waltraud,24,Female,Miner,14,22,93,33,78,97
Tequila,48,Female,Miner,98,63,23,9,19,17
Veta,15,Female,Farmer,53,21,14,41,75,29
Temeka,36,Female,Scavenger,100,83,91,89,42,82
Tameika,45,Female,Adventurer,33,88,33,16,76,52
Shirleen,58,Female,Miner,87,42,2,78,68,98
Shenita,83,Female,Farmer,15,73,65,3,26,39
Edda,27,Female,Merchant,90,24,66,53,66,55
Gennie,52,Female,Merchant,75,50,43,83,96,81
Delpha,83,Female,Craftsman,69,11,90,1,77,42
Floretta,47,Female,Craftsman,48,38,3,32,98,41
Ozella,27,Female,Miner,86,21,32,27,96,97
Mirtha,79,Female,Craftsman,93,69,67,45,88,83
Marilu,94,Female,Farmer,18,53,71,85,72,16
Kimiko,34,Female,Scavenger,59,56,94,29,67,81
Juliane,29,Female,Farmer,15,47,85,15,20,6
Bev,82,Female,Miner,51,37,33,14,0,31
Piedad,86,Female,Farmer,12,92,74,38,64,16
Jenice,23,Female,Miner,68,23,22,4,59,97
Jen,45,Female,Mercenary,85,7,92,4,96,1
Janay,66,Female,Panhandler,78,25,63,73,78,91
Jacquiline,15,Female,Mercenary,59,21,25,26,18,33
Hilde,87,Female,Farmer,57,22,42,67,24,12
Fe,79,Female,Farmer,9,97,93,24,48,18
Fae,55,Female,Craftsman,73,16,87,51,98,2
Evan,22,Female,Mercenary,50,56,19,78,18,100
Eugene,12,Female,Panhandler,36,80,33,49,12,11
Elois,78,Female,Miner,4,77,41,40,32,82
Echo,45,Female,Farmer,8,83,88,23,73,6
Devorah,70,Female,Merchant,17,42,79,40,4,92
Chau,17,Female,Miner,25,98,96,75,95,8
Brinda,86,Female,Merchant,26,87,14,52,46,14
Betsey,87,Female,None,83,36,74,27,71,10
Arminda,33,Female,Merchant,91,11,35,66,98,41
Aracelis,48,Female,Mercenary,66,53,48,17,83,90
Apryl,89,Female,Adventurer,98,50,41,54,16,8
Annett,35,Female,Farmer,63,41,27,43,83,45
Alishia,98,Female,Panhandler,55,97,41,35,79,21
Veola,15,Female,None,43,92,72,7,90,18
Usha,76,Female,Adventurer,9,97,96,64,44,29
Toshiko,75,Female,Panhandler,85,84,73,89,0,74
Theola,82,Female,Merchant,35,88,49,97,19,16
Tashia,55,Female,Mercenary,8,38,80,13,49,12
Talitha,10,Female,Adventurer,76,34,38,73,88,71
Shery,25,Female,Scavenger,94,83,31,100,34,30
Rudy,80,Female,Merchant,35,71,26,90,98,5
Renetta,71,Female,Panhandler,94,92,98,16,99,100
Reiko,35,Female,Craftsman,90,56,100,62,61,76
Rasheeda,41,Female,Miner,69,79,65,13,81,65
Omega,61,Female,Scavenger,9,11,56,7,99,21
Obdulia,65,Female,None,37,95,75,69,99,38
Mika,42,Female,Scavenger,71,13,9,26,36,11
Melaine,90,Female,Mercenary,3,8,32,69,62,28
Meggan,24,Female,Farmer,96,53,97,5,59,41
Martin,80,Female,Panhandler,25,28,45,64,98,35
Marlen,54,Female,Miner,95,83,17,23,23,91
Marget,30,Female,Scavenger,91,65,72,24,89,91
Marceline,70,Female,Craftsman,98,85,84,36,23,20
Mana,85,Female,Merchant,96,32,6,6,91,15
Exie,62,Female,Mercenary,30,58,65,92,14,24
Magdalen,79,Female,Mercenary,66,7,74,38,71,58
Librada,46,Female,Panhandler,55,82,88,1,34,63
Lezlie,99,Female,Mercenary,27,48,69,23,88,45
Lexie,56,Female,None,51,59,88,76,13,4
Latashia,20,Female,Miner,65,9,95,73,34,31
Lasandra,58,Female,Miner,12,23,35,100,15,77
Kelle,66,Female,None,97,72,98,37,45,93
Isidra,84,Female,None,8,59,16,19,43,74
Isa,49,Female,Panhandler,19,92,83,75,67,16
Inocencia,25,Female,Miner,27,80,94,70,57,14
Francoise,40,Female,Merchant,60,30,14,95,34,87
Arie,16,Female,Panhandler,61,34,61,88,5,95
Ariane,93,Female,Merchant,92,17,18,4,65,64
Angelo,13,Female,Adventurer,34,77,5,32,62,38
Angelena,53,Female,Farmer,14,50,26,55,6,77
Allen,12,Female,Craftsman,72,0,59,51,26,51
Aliza,25,Female,Scavenger,67,34,52,3,47,9
Gwyn,94,Female,Farmer,97,90,68,30,5,67
Adriene,64,Female,Miner,63,48,7,82,96,18
Adaline,95,Female,Farmer,41,11,95,56,96,8
Xochitl,94,Female,Adventurer,44,91,25,88,43,100
Twanna,25,Female,Merchant,93,51,75,26,3,22
Tran,49,Female,Merchant,13,54,27,50,37,4
Tomiko,28,Female,Craftsman,49,42,2,60,37,40
Tamisha,28,Female,Craftsman,5,13,15,53,50,98
Devora,99,Female,Merchant,59,66,45,71,74,37
Siu,89,Female,Adventurer,62,18,38,22,19,11
Rutha,72,Female,Farmer,11,39,53,50,89,79
Roxy,77,Female,Mercenary,7,88,95,42,96,3
Rhona,78,Female,Panhandler,35,68,80,38,95,30
Raymond,67,Female,Panhandler,60,80,20,41,14,35
Otha,51,Female,Craftsman,57,51,85,27,58,91
Erinn,75,Female,None,21,4,33,7,91,77
Noriko,69,Female,Scavenger,69,63,41,75,63,79
Natashia,22,Female,Panhandler,7,87,76,18,12,73
Melvin,37,Female,Miner,97,17,35,60,98,12
Merrie,18,Female,Miner,46,19,77,27,83,27
Dimple,87,Female,None,49,81,84,59,13,20
Erminia,98,Female,None,1,25,81,1,30,7
Armanda,85,Female,Merchant,23,5,56,35,5,64
Taisha,49,Female,Mercenary,35,45,38,5,88,74
Criselda,23,Female,Mercenary,93,12,52,62,56,2
Kaila,61,Female,Adventurer,58,88,48,52,51,7
Ka,47,Female,Scavenger,86,79,37,25,64,30
Joannie,99,Female,Craftsman,58,13,13,8,12,91
Jerrica,70,Female,Craftsman,13,34,20,96,52,32
Jene,99,Female,None,90,60,49,29,72,0
Jannet,57,Female,Craftsman,78,1,26,43,41,37
Janee,99,Female,Adventurer,43,65,56,49,40,37
Jacinda,58,Female,Craftsman,1,87,45,42,96,1
Herta,81,Female,Panhandler,73,47,68,65,4,59
Elenore,64,Female,Panhandler,4,75,44,60,39,57
Doretta,47,Female,None,22,78,46,15,69,8
Delaine,59,Female,Adventurer,87,77,3,27,75,31
Daniell,69,Female,Miner,50,91,13,23,79,5
Claudie,56,Female,Craftsman,7,61,69,98,41,86
China,40,Female,Craftsman,71,53,54,41,28,93
Britta,72,Female,Adventurer,16,87,72,99,25,84
Apolonia,38,Female,Adventurer,97,17,41,30,88,99
Amberly,56,Female,Adventurer,15,70,24,47,62,56
Susy,29,Female,Miner,35,75,98,17,89,16
Marinda,86,Female,Miner,75,25,60,22,31,53
Mariko,81,Female,Adventurer,81,87,63,20,46,54
Margert,88,Female,Scavenger,70,93,98,41,36,80
Loris,21,Female,Farmer,67,45,99,79,21,90
Lizzette,94,Female,Merchant,16,66,21,53,71,74
Leisha,29,Female,Merchant,33,46,29,18,49,6
Alease,37,Female,None,55,81,9,86,86,29
Yuri,83,Female,Mercenary,28,39,43,27,40,19
Yuk,26,Female,None,12,67,80,83,71,42
Wen,96,Female,Adventurer,19,17,31,30,21,12
Waneta,74,Female,None,69,41,57,79,16,44
Ute,100,Female,Mercenary,67,52,91,40,54,59
Tomi,52,Female,Craftsman,52,0,22,87,69,21
Sharri,73,Female,Miner,99,30,77,56,22,74
Sandie,64,Female,Panhandler,72,1,93,94,18,18
Roselle,73,Female,Mercenary,79,60,97,59,29,79
Reynalda,53,Female,Miner,66,77,64,13,14,7
Raguel,49,Female,Scavenger,42,4,1,56,0,4
Phylicia,16,Female,Farmer,65,10,97,96,54,3
Patria,96,Female,Adventurer,42,82,2,55,50,79
Olimpia,10,Female,Merchant,27,56,53,62,31,4
Odelia,16,Female,Scavenger,42,38,27,15,69,66
Mitzie,13,Female,Mercenary,44,98,9,59,43,10
Mitchell,60,Female,Adventurer,27,49,53,0,77,81
Miss,10,Female,Craftsman,90,8,64,75,21,68
Minda,87,Female,Miner,35,72,95,24,92,58
Lauryn,23,Female,Farmer,83,100,36,75,10,63
Latrisha,40,Female,Miner,59,79,35,23,88,33
Lakiesha,85,Female,Panhandler,72,1,50,9,85,2
Kiersten,61,Female,Panhandler,42,75,18,99,18,35
Kary,94,Female,Merchant,4,2,63,28,90,50
Josphine,85,Female,Craftsman,26,41,0,28,97,75
Jolyn,90,Female,Mercenary,82,63,2,51,95,84
Jetta,82,Female,None,52,69,80,37,93,92
Janise,98,Female,Adventurer,94,17,34,86,73,65
Jacquie,47,Female,Miner,0,47,23,16,95,82
Ivelisse,56,Female,Craftsman,24,71,85,80,97,23
Glynis,32,Female,Panhandler,29,45,96,32,30,34
Gianna,76,Female,Scavenger,81,17,39,85,75,56
Gaynelle,85,Female,Scavenger,35,65,18,30,81,82
Emerald,85,Female,None,68,96,86,14,8,35
Demetrius,78,Female,Craftsman,66,75,84,14,36,43
Danyell,55,Female,Miner,68,44,80,24,61,76
Danille,86,Female,None,87,86,16,45,90,15
Mignon,75,Female,Farmer,60,70,95,51,71,93
Mica,60,Female,Craftsman,79,54,60,19,34,89
Mendy,40,Female,Panhandler,40,75,18,60,12,52
Marivel,93,Female,Farmer,56,19,2,0,52,23
Maile,55,Female,Panhandler,91,90,80,72,44,13
Lynetta,30,Female,Merchant,98,50,61,64,27,39
Lavette,19,Female,Miner,69,68,55,8,74,12
Dacia,74,Female,Scavenger,57,95,73,47,84,80
Coralee,90,Female,Adventurer,95,100,12,28,7,89
Cher,26,Female,Farmer,34,47,13,98,66,30
Ceola,15,Female,None,45,24,45,57,36,15
Brett,73,Female,Craftsman,63,33,74,19,18,83
Bell,16,Female,Miner,1,76,74,36,13,36
Arianne,41,Female,None,74,1,55,43,53,91
Aleshia,53,Female,None,73,55,91,92,69,61
Yung,13,Female,Mercenary,53,61,95,13,64,64
Shemeka,69,Female,None,11,11,64,61,10,16
Shaunda,29,Female,Farmer,16,10,18,37,61,100
Roseline,63,Female,Panhandler,45,65,52,66,85,59
Ricki,45,Female,Mercenary,97,73,47,70,66,81
Melda,50,Female,None,15,100,89,30,42,24
Mallie,19,Female,Miner,25,87,55,33,32,64
Lavonna,70,Female,Adventurer,86,38,51,79,38,18
Latina,82,Female,Scavenger,29,85,0,64,2,60
Larry,53,Female,Miner,6,69,3,16,50,1
Laquanda,47,Female,Mercenary,25,16,80,61,63,76
Lala,79,Female,None,59,37,27,95,92,70
Lachelle,58,Female,Adventurer,13,32,14,39,97,44
